feature,target,n,pearson_r,pearson_p,granger_p_min,pearson_p_bh,granger_p_bh
emo_excitement_euphoria,GLD__fwd_3m,329,0.2563142586228531,2.472969702210713e-06,0.5911365379825771,2.5175642378243486e-05,0.6785504437840673
cell_anger_disgust__fiscal_taxes,ETH-USD__fwd_1m,329,0.2558815635974785,2.57476342130711e-06,0.019442883255114066,2.54868969989427e-05,0.1475894715500421
emo_excitement_euphoria,GC=F__fwd_3m,329,0.2558363541102035,2.5856272317767958e-06,0.6407195175622782,2.54868969989427e-05,0.7042244608958845
emo_fear_anxiety,SPY__fwd_1m,329,0.25541623238648814,2.6886985171936823e-06,0.0550530449767771,2.6088777799644947e-05,0.22869711767284615
cell_fear_anxiety__monetary_policy,SPY__fwd_3m,329,0.2538855781404226,3.0984325469588086e-06,0.06606160004886,2.929784461860174e-05,0.25964717487558264
net_valence,ETH-USD__fwd_1m,329,-0.25383207823480725,3.113780587484243e-06,0.003986405857173277,2.929784461860174e-05,0.13224500077974471
emo_fear_anxiety,^GSPC__fwd_1m,329,0.2528056953251446,3.4226701867961605e-06,0.06459168210948679,3.172355501493158e-05,0.2554868445222376
cell_fear_anxiety__monetary_policy,^GSPC__fwd_3m,329,0.2523045427128213,3.5839158293711663e-06,0.0670372691805029,3.272958426528668e-05,0.26048850332797535
emo_anger_disgust,ETH-USD__fwd_1m,329,0.25050186086244763,4.225974129934531e-06,0.0037714967894262046,3.803376716941078e-05,0.13224500077974471
cell_fear_anxiety__monetary_policy,^IXIC__fwd_3m,329,0.24871496507749816,4.969761865290686e-06,0.11694322566728503,4.408888740493594e-05,0.32938043485315516
cell_anger_disgust__fiscal_taxes,QQQ__fwd_1m,329,0.24711310005579215,5.741210109662906e-06,0.3862537357444835,4.993212349944514e-05,0.5443816293791716
cell_anger_disgust__fiscal_taxes,^IXIC__fwd_1m,329,0.2470203000196391,5.7892317100805965e-06,0.3219594423322159,4.993212349944514e-05,0.49367114490939773
emo_pessimism_despair,SPY__fwd_1m,329,0.24681962257179577,5.894388902490048e-06,0.003636888438195128,5.014267819789479e-05,0.13224500077974471
emo_anger_disgust,BTC-USD__fwd_3m,329,0.2453368716359649,6.72971495786421e-06,0.04127078307540896,5.647504038964425e-05,0.20836712430755258
emo_pessimism_despair,^GSPC__fwd_1m,329,0.2451697290616341,6.830651307344926e-06,0.004232799169957917,5.655779282481599e-05,0.13224500077974471
net_valence,QQQ__fwd_1m,329,-0.24482276764738106,7.0447998558512045e-06,0.08119904974347406,5.7195210738303995e-05,0.283284325228637
cell_fear_anxiety__monetary_policy,SPY__fwd_1m,329,0.2446700179615986,7.141091552451316e-06,0.15904369848127148,5.7195210738303995e-05,0.35784832158286084
net_valence,BTC-USD__fwd_3m,329,-0.24460267670167682,7.18393951302369e-06,0.030347890469419977,5.7195210738303995e-05,0.18121192289913277
net_valence,^IXIC__fwd_1m,329,-0.24353014328369066,7.900254438356449e-06,0.08391393668929661,6.2102000078726e-05,0.28790361703896794
cell_fear_anxiety__monetary_policy,^GSPC__fwd_1m,329,0.24259247709559426,8.581713566586532e-06,0.160045193860928,6.661555156062797e-05,0.35880168009977
emo_pessimism_despair,BTC-USD__fwd_3m,329,0.24174177627744914,9.24803593316904e-06,0.05174408231650501,7.090160882096264e-05,0.22386988957645665
cell_fear_anxiety__monetary_policy,QQQ__fwd_3m,329,0.24002610306829303,1.0744467902968528e-05,0.1299063691897199,8.136968985052994e-05,0.33397101833397147
emo_fear_anxiety,ETH-USD__fwd_3m,329,0.23957779022209166,1.1171868332219439e-05,0.255080976353579,8.358711125672616e-05,0.44371228659824247
emo_surprise,ETH-USD__fwd_3m,329,0.23734894801388484,1.3547627792207773e-05,0.0412411250571246,0.00010015567689239319,0.20836712430755258
