feature,target,n,pearson_r,pearson_p,granger_p_min,pearson_p_bh,granger_p_bh
emo_anger_disgust,QQQ__fwd_1m,440,-0.015811919032753696,0.7408327256731679,0.05967816158698716,0.9992476446617728,0.2669054253694208
cell_optimism_confidence__corporate_earnings,GLD__fwd_1w,443,0.015617506691121528,0.743061553392023,0.9219222088326902,0.9992476446617728,0.9278990140763381
share_anger_disgust,QQQ__fwd_1w,443,-0.015493337307644527,0.7450333324198636,0.19645163194930454,0.9992476446617728,0.4485164097077872
net_valence,^GSPC__fwd_1m,440,0.015450197862133534,0.7465562980112713,0.0009133223067961673,0.9992476446617728,0.03459750373960354
cell_fear_anxiety__markets_themselves,QQQ__fwd_1w,443,-0.015391033315436285,0.7466591470287026,0.17873168131094824,0.9992476446617728,0.4310058923917868
cell_fear_anxiety__markets_themselves,^VIX__fwd_3m,431,-0.015449740217317803,0.7490952684220626,0.71876796623549,0.9992476446617728,0.7844550211462905
share_excitement_euphoria,QQQ__fwd_1m,440,0.015160003225840513,0.7511582055431626,0.7433427835558007,0.9992476446617728,0.8028102062402648
share_anger_disgust,^IXIC__fwd_1m,440,0.01515507458829607,0.7512364406471345,0.2038585157253866,0.9992476446617728,0.4496967539695517
share_fear_anxiety,BTC-USD__fwd_3m,432,0.015292231549405618,0.751288608987487,0.07517258750686379,0.9992476446617728,0.31121451227841607
cell_fear_anxiety__markets_themselves,ETH-USD__fwd_3m,432,-0.015258605482144305,0.7518175522488,0.010676727328989586,0.9992476446617728,0.11431461502245746
emo_optimism_confidence,QQQ__fwd_3m,431,-0.01526107548614709,0.7520583305823055,0.6334287771429221,0.9992476446617728,0.7366278475763195
emo_surprise,^IXIC__fwd_1m,440,-0.015032139582370915,0.7531886814654275,0.39095628318694126,0.9992476446617728,0.5707541692032901
cell_fear_anxiety__inflation,BTC-USD__fwd_3m,432,-0.015042263516327913,0.7552234136361141,0.5265346127196823,0.9992476446617728,0.6714127197103135
emo_optimism_confidence,BTC-USD__fwd_1m,441,0.01486741263638839,0.7555370283407141,0.8050918119578983,0.9992476446617728,0.8444956511353191
emo_fear_anxiety,QQQ__fwd_3m,431,-0.0149967366308021,0.7562160116954911,0.16678016165589368,0.9992476446617728,0.4102018341468006
emo_excitement_euphoria,QQQ__fwd_3m,431,-0.014972082192663522,0.7566041525111294,0.10797368785154421,0.9992476446617728,0.3730991765254571
emo_anger_disgust,QQQ__fwd_3m,431,0.014918980313059521,0.7574403560478008,0.43997151292219994,0.9992476446617728,0.6053735161996309
cell_anger_disgust__fiscal_taxes,SPY__fwd_3m,431,-0.014909158387928247,0.7575950544651916,0.003235361210570606,0.9992476446617728,0.0692813555780809
share_anger_disgust,ETH-USD__fwd_3m,432,-0.01487036524802271,0.7579329882078247,0.9111116521133846,0.9992476446617728,0.9225583168986317
emo_excitement_euphoria,^IXIC__fwd_1w,443,0.014653550857064176,0.7584120733026222,0.06862916463872186,0.9992476446617728,0.28863174072523795
cell_anger_disgust__fiscal_taxes,QQQ__fwd_1m,440,0.014615710139646569,0.7598133195916902,0.006238432273279014,0.9992476446617728,0.0949714427459045
share_pessimism_despair,ETH-USD__fwd_1m,441,0.014590059017217495,0.7599564995031912,0.029429584690294712,0.9992476446617728,0.1949136806644528
share_optimism_confidence,QQQ__fwd_1w,443,0.014515281148963739,0.7606219153137429,0.18142350873939986,0.9992476446617728,0.4333230727967973
cell_anger_disgust__fiscal_taxes,BTC-USD__fwd_3m,432,0.01462521268119777,0.7618023704367842,0.4649068162691154,0.9992476446617728,0.620875554630367
share_anger_disgust,ETH-USD__fwd_1w,444,-0.014328135187803327,0.7633558428239322,0.5123082671952897,0.9992476446617728,0.6610324912266262
emo_surprise,QQQ__fwd_1m,440,-0.014220256574793415,0.7661205752729364,0.32071801395132127,0.9992476446617728,0.5159737996470739
cell_fear_anxiety__monetary_policy,^VIX__fwd_3m,431,-0.014295644899746475,0.7672770279065467,0.8121182380037791,0.9992476446617728,0.8447662073707652
emo_excitement_euphoria,^IXIC__fwd_3m,431,-0.01425819437606526,0.7678692328681247,0.09641025573527168,0.9992476446617728,0.35485601186962545
net_valence_mean,QQQ__fwd_1w,443,0.013502661257532486,0.7768640144508208,0.43230210587153683,0.9992476446617728,0.6044768383173692
cell_anger_disgust__fiscal_taxes,^IXIC__fwd_3m,431,-0.013645949827388934,0.7775695708499099,0.01294862187877763,0.9992476446617728,0.12407155128227781
emo_excitement_euphoria,GLD__fwd_3m,431,-0.013589594943393466,0.7784642161322938,0.6936373909407572,0.9992476446617728,0.7682127510212075
cell_fear_anxiety__inflation,GC=F__fwd_1w,443,-0.013330949530824823,0.7796280992387732,0.2623754217291113,0.9992476446617728,0.48602985576238406
emo_pessimism_despair,BTC-USD__fwd_1m,441,0.013199074249175354,0.7822363143339978,0.30003939199159047,0.9992476446617728,0.5063164739858089
share_confusion_uncertainty,^VIX__fwd_1w,443,0.013119404266142953,0.7830372120266941,0.6999267221325846,0.9992476446617728,0.7720948160184152
emo_confusion_uncertainty,GLD__fwd_3m,431,0.01322440473918398,0.7842687286748116,0.45368137408871057,0.9992476446617728,0.6124698550197593
mean_intensity,SPY__fwd_1w,443,0.012824167120641196,0.7878019787935038,0.5798187338207984,0.9992476446617728,0.7035555198833697
net_valence,SPY__fwd_1m,440,0.012778081720235548,0.7892506934515776,0.0007385679962415501,0.9992476446617728,0.03459750373960354
