week,ticker,net_val,n_fear,n_pairs,n_comments
2021-05-22,JPM,-3.25,0,5,3
2021-05-29,JPM,-0.5,0,1,1
2021-06-12,JPM,-1.5,0,7,5
2021-06-19,JPM,-0.5,0,1,1
2021-06-26,JPM,-1.75,0,7,4
2021-07-17,JPM,1.5,0,3,2
2021-07-24,JPM,-3.0,5,8,6
2021-07-31,JPM,1.75,0,4,2
2021-08-07,JPM,0.5,0,3,2
2021-09-11,JPM,-0.5,0,1,1
2021-09-25,JPM,-0.5,0,1,1
2021-10-02,JPM,-2.5,0,6,5
2021-10-16,JPM,-0.5,0,2,2
2021-11-06,JPM,-3.5,4,7,3
2021-11-13,JPM,-3.0,0,5,2
2021-11-20,JPM,-1.5,1,3,1
2021-12-11,JPM,-4.75,0,10,4
2021-12-25,JPM,1.0,0,2,2
2022-01-01,JPM,-0.5,0,1,1
2022-01-08,JPM,-1.0,0,5,3
2022-01-15,JPM,-3.0,0,6,2
2022-01-22,JPM,-4.25,3,7,4
2022-01-29,JPM,0.0,1,2,2
2022-02-12,JPM,0.5,0,5,4
2022-02-19,JPM,-0.75,0,1,1
2022-03-05,JPM,-0.25,0,4,3
2022-03-12,JPM,-2.12,2,5,2
2022-03-19,JPM,-0.75,0,1,1
2022-04-02,JPM,-0.5,0,2,2
2022-04-09,JPM,-1.0,1,3,2
2022-04-23,JPM,0.5,0,1,1
2022-04-30,JPM,-0.5,0,1,1
2022-05-14,JPM,-2.5,0,5,3
2022-05-28,JPM,-6.25,0,13,9
2022-06-04,JPM,-0.5,0,8,3
2022-06-11,JPM,-3.0,0,7,3
2022-06-25,JPM,-0.5,0,3,3
2022-07-02,JPM,-2.0,0,4,1
2022-07-09,JPM,-2.25,3,11,3
2022-08-06,JPM,-0.5,1,3,2
2022-08-27,JPM,-0.5,0,1,1
2022-09-03,JPM,-0.75,0,1,1
2022-09-17,JPM,-7.75,9,13,3
2022-09-24,JPM,2.25,0,3,1
2022-10-01,JPM,-1.0,0,2,2
2022-10-15,JPM,-0.25,0,4,3
2022-10-22,JPM,-0.5,1,3,1
2022-11-05,JPM,-0.5,0,1,1
2022-11-12,JPM,-3.5,0,7,4
2022-11-19,JPM,-6.25,2,14,10
2022-12-03,JPM,0.5,0,4,3
2022-12-17,JPM,-0.5,0,1,1
2022-12-24,JPM,0.0,0,2,2
2023-01-07,JPM,-3.0,0,6,3
2023-01-14,JPM,-1.0,0,2,2
2023-01-21,JPM,-0.75,0,4,3
2023-01-28,JPM,-1.5,0,2,1
2023-02-04,JPM,-0.88,0,2,2
2023-02-18,JPM,-1.25,0,2,1
2023-02-25,JPM,0.5,0,1,1
2023-03-04,JPM,-0.75,0,1,1
2023-03-11,JPM,-3.5,1,11,9
2023-03-18,JPM,-4.5,0,8,6
2023-03-25,JPM,-5.5,0,9,3
2023-04-01,JPM,-4.0,1,7,3
2023-04-08,JPM,-0.5,0,1,1
2023-04-15,JPM,0.0,0,3,2
2023-04-22,JPM,-1.0,0,6,4
2023-04-29,JPM,-5.0,2,14,10
2023-05-06,JPM,0.0,0,1,1
2023-05-20,JPM,0.0,0,2,2
2023-06-03,JPM,0.0,0,1,1
2023-06-10,JPM,-1.25,0,2,1
2023-06-17,JPM,-2.0,0,6,3
2023-06-24,JPM,-2.0,0,4,2
2023-07-01,JPM,-0.5,0,1,1
2023-07-08,JPM,-1.25,0,2,1
2023-07-15,JPM,-0.5,0,1,1
2023-07-22,JPM,1.25,0,3,1
2023-08-05,JPM,-0.5,0,1,1
2023-08-12,JPM,-0.5,0,2,1
2023-08-26,JPM,0.0,0,3,2
2023-09-02,JPM,-1.0,0,4,2
2023-09-09,JPM,-0.25,1,5,3
2023-09-16,JPM,-0.75,0,3,2
2023-09-23,JPM,-3.5,0,7,4
2023-10-07,JPM,0.0,0,2,2
2023-10-14,JPM,0.0,0,1,1
2023-11-04,JPM,0.5,0,4,2
2023-11-11,JPM,0.0,0,2,1
2023-11-18,JPM,0.0,0,1,1
2023-11-25,JPM,-0.75,0,7,3
2023-12-02,JPM,-3.0,0,10,8
2023-12-09,JPM,-1.5,0,2,1
2023-12-16,JPM,-3.25,0,5,2
2023-12-23,JPM,-0.5,0,1,1
2023-12-30,JPM,1.0,0,6,3
2024-01-06,JPM,-3.25,0,7,5
2024-01-13,JPM,0.25,0,3,3
2024-01-27,JPM,-2.5,0,4,3
2024-02-03,JPM,-3.5,3,7,4
2024-02-17,JPM,-0.5,0,1,1
2024-02-24,JPM,-0.5,0,4,3
2024-03-09,JPM,-1.0,0,2,2
2024-03-16,JPM,0.5,0,4,1
2024-04-06,JPM,0.25,0,1,1
2024-04-13,JPM,-10.0,0,16,11
2024-04-20,JPM,-2.5,0,7,5
2024-04-27,JPM,-0.75,0,1,1
2024-05-18,JPM,1.75,0,3,1
2024-06-01,JPM,0.0,0,2,2
2024-06-08,JPM,-0.5,0,1,1
2024-06-15,JPM,-0.5,0,1,1
2024-06-22,JPM,-1.0,0,2,2
2024-06-29,JPM,-0.5,0,1,1
2024-07-13,JPM,-0.5,0,1,1
2024-08-03,JPM,-0.5,0,2,2
2024-08-10,JPM,-1.0,0,2,2
2024-08-24,JPM,-1.75,0,5,3
2024-09-07,JPM,-0.5,0,1,1
2024-09-14,JPM,-1.0,1,2,2
2024-09-28,JPM,0.0,1,3,2
2024-10-05,JPM,-0.5,0,1,1
2024-10-12,JPM,-0.5,0,1,1
2024-10-19,JPM,-2.25,0,4,3
2024-11-02,JPM,-2.0,0,3,3
2024-11-23,JPM,-1.0,0,2,2
2024-11-30,JPM,0.5,0,1,1
2024-12-07,JPM,-0.5,0,1,1
2024-12-14,JPM,-1.0,0,6,4
2024-12-21,JPM,0.25,0,5,3
2024-12-28,JPM,-1.75,0,9,8
2025-01-04,JPM,-1.25,1,6,3
2025-01-11,JPM,-3.25,0,6,3
2025-01-18,JPM,-3.0,0,7,4
2025-01-25,JPM,-0.25,0,5,3
2025-02-01,JPM,-4.0,0,6,1
2025-02-08,JPM,-0.5,1,6,3
2025-02-15,JPM,-1.5,1,5,4
2025-02-22,JPM,-0.5,0,3,1
2025-03-08,JPM,-3.25,0,6,3
2025-03-15,JPM,-0.38,0,3,2
2025-03-22,JPM,-1.5,1,3,1
2025-03-29,JPM,-3.75,0,10,4
2025-04-05,JPM,-7.0,3,18,10
2025-04-12,JPM,-0.25,0,2,2
2025-04-19,JPM,-4.25,0,8,2
2025-04-26,JPM,-3.75,0,13,9
2025-05-03,JPM,-0.5,0,6,4
2025-05-10,JPM,-2.75,1,6,3
2025-05-17,JPM,0.0,0,4,3
2025-05-24,JPM,-0.5,0,1,1
2025-05-31,JPM,-1.5,0,3,2
2025-06-07,JPM,-1.0,0,2,2
2025-06-14,JPM,0.5,0,3,1
2025-06-21,JPM,-0.5,0,1,1
2025-07-05,JPM,-0.75,1,1,1
2025-07-12,JPM,2.25,0,8,3
2025-07-19,JPM,-0.5,0,2,2
2025-07-26,JPM,0.5,0,1,1
2025-08-09,JPM,-1.0,1,4,1
2025-08-16,JPM,-2.0,0,5,4
2025-09-06,JPM,-0.5,0,2,1
2025-09-13,JPM,-1.0,0,5,5
2025-09-20,JPM,-1.75,0,3,1
2025-10-04,JPM,0.5,0,6,5
2025-10-11,JPM,-1.0,0,2,1
2025-10-18,JPM,-1.5,0,5,5
2025-10-25,JPM,-3.75,0,7,4
2025-11-08,JPM,-0.5,0,2,2
2025-11-22,JPM,-2.25,0,5,3
2025-12-06,JPM,-2.25,1,4,2
2025-12-20,JPM,1.0,0,2,2
2025-12-27,JPM,-3.5,1,8,6
2026-01-10,JPM,0.25,0,3,3
2026-01-17,JPM,0.25,0,2,2
2026-01-24,JPM,0.75,3,15,5
2026-01-31,JPM,-5.0,0,23,10
2026-02-07,JPM,-4.25,1,16,6
2026-02-14,JPM,-0.5,0,1,1
2026-02-21,JPM,-1.5,0,3,3
2026-03-07,JPM,-1.0,0,2,2
2026-03-14,JPM,-1.0,1,6,3
2026-03-21,JPM,-0.5,0,1,1
2026-03-28,JPM,-1.5,1,3,2
2026-04-04,JPM,-1.0,0,2,2
2026-04-11,JPM,-2.0,0,5,3
2026-04-18,JPM,-0.5,1,1,1
2026-04-25,JPM,0.0,0,4,3
2026-05-02,JPM,-0.5,0,1,1
2026-05-30,JPM,2.0,0,5,3
2026-06-06,JPM,-0.5,0,1,1
2026-06-13,JPM,-1.0,0,2,1
2026-06-27,JPM,-0.5,0,1,1
2026-07-04,JPM,-3.5,0,5,1
2018-01-13,KO,-1.0,0,2,1
2018-01-20,KO,-0.25,0,1,1
2018-02-10,KO,-1.0,0,2,2
2018-02-17,KO,3.75,0,14,4
2018-02-24,KO,-1.0,1,4,4
2018-03-03,KO,-0.5,0,1,1
2018-03-31,KO,-0.5,0,1,1
2018-04-07,KO,-0.5,0,1,1
2018-04-14,KO,0.5,0,1,1
2018-04-21,KO,-0.5,0,1,1
2018-05-12,KO,-0.5,0,1,1
2018-05-19,KO,-0.5,0,1,1
2018-05-26,KO,0.5,0,1,1
2018-06-02,KO,-0.5,0,3,3
2018-06-09,KO,-0.5,1,9,2
2018-06-16,KO,0.5,0,1,1
2018-07-07,KO,0.5,0,7,2
2018-07-14,KO,-0.5,0,1,1
2018-08-04,KO,-1.0,0,2,1
2018-08-11,KO,0.0,0,3,2
2018-08-25,KO,1.0,0,5,5
2018-09-08,KO,-1.0,0,2,2
2018-09-15,KO,-0.25,0,13,9
2018-09-22,KO,-0.5,0,1,1
2018-09-29,KO,1.5,0,3,2
2018-10-27,KO,-0.75,0,9,8
2018-11-03,KO,-1.0,1,2,2
2018-11-10,KO,-0.5,0,1,1
2018-11-17,KO,-0.5,0,3,3
2018-11-24,KO,-0.5,0,1,1
2018-12-15,KO,-0.5,1,11,5
2018-12-29,KO,-3.75,0,7,3
2019-01-12,KO,-0.5,0,3,1
2019-01-19,KO,-1.0,0,2,1
2019-01-26,KO,-1.0,0,2,1
2019-02-02,KO,-2.0,0,4,4
2019-02-09,KO,1.75,0,3,1
2019-02-16,KO,-0.5,0,1,1
2019-02-23,KO,-3.5,2,7,4
2019-03-02,KO,0.5,0,2,2
2019-03-23,KO,0.5,0,1,1
2019-04-13,KO,-1.25,0,4,4
2019-04-20,KO,0.5,0,1,1
2019-04-27,KO,0.5,0,5,3
2019-05-04,KO,-0.25,0,3,1
2019-05-11,KO,-0.5,0,3,3
2019-05-18,KO,0.5,0,3,2
2019-05-25,KO,-1.0,0,2,2
2019-06-01,KO,-0.5,0,1,1
2019-06-08,KO,1.0,0,2,2
2019-06-15,KO,-1.0,0,2,2
2019-06-22,KO,-0.5,0,1,1
2019-08-03,KO,0.0,0,2,1
2019-08-10,KO,-1.0,0,2,2
2019-08-17,KO,-0.5,0,1,1
2019-08-31,KO,-1.75,0,3,3
2019-09-14,KO,-0.5,0,3,3
2019-09-21,KO,-0.25,1,1,1
2019-09-28,KO,-1.5,0,3,2
2019-10-05,KO,1.0,0,2,1
2019-10-12,KO,-3.75,0,7,4
2019-10-19,KO,-0.75,0,1,1
2019-11-23,KO,-0.5,0,1,1
2019-12-28,KO,-0.5,0,1,1
2020-01-18,KO,0.0,0,2,2
2020-02-22,KO,-10.5,0,21,8
2020-02-29,KO,-0.5,0,1,1
2020-03-07,KO,-1.0,0,4,3
2020-03-14,KO,-0.25,0,1,1
2020-03-21,KO,-4.25,0,10,5
2020-03-28,KO,0.5,0,6,6
2020-04-04,KO,-0.5,0,1,1
2020-04-11,KO,1.0,0,2,1
2020-04-18,KO,1.0,0,2,1
2020-04-25,KO,0.75,0,2,2
2020-05-02,KO,1.0,0,4,3
2020-05-09,KO,-0.5,0,1,1
2020-05-16,KO,1.0,0,6,4
2020-05-30,KO,0.25,0,1,1
2020-06-06,KO,-1.0,0,2,1
2020-06-13,KO,-0.5,0,3,2
2020-06-20,KO,-0.25,0,1,1
2020-06-27,KO,2.0,0,6,4
2020-07-04,KO,0.5,0,1,1
2020-07-11,KO,-1.75,0,3,3
2020-07-25,KO,-1.25,0,5,4
2020-08-01,KO,0.5,0,3,3
2020-08-08,KO,-2.5,0,5,5
2020-08-15,KO,1.0,0,4,2
2020-08-22,KO,0.5,0,3,1
2020-08-29,KO,-3.25,0,7,3
2020-09-05,KO,0.0,0,2,1
2020-09-12,KO,-1.25,0,5,3
2020-09-26,KO,-1.5,0,3,3
2020-10-03,KO,-4.5,0,6,1
2020-10-31,KO,0.5,0,1,1
2020-11-07,KO,-0.5,0,1,1
2020-11-28,KO,1.0,0,6,2
2020-12-05,KO,0.0,0,1,1
2020-12-26,KO,1.25,0,5,4
2021-01-02,KO,-1.0,0,2,2
2021-01-09,KO,-0.5,0,1,1
2021-01-16,KO,1.75,0,3,1
2021-01-23,KO,1.25,0,5,3
2021-01-30,KO,0.0,0,6,4
2021-02-06,KO,3.0,0,4,1
2021-02-13,KO,-0.5,0,1,1
2021-02-20,KO,-5.5,1,11,4
2021-02-27,KO,-0.5,0,1,1
2021-03-06,KO,0.5,0,5,3
2021-03-20,KO,-0.25,0,3,1
2021-03-27,KO,0.5,0,1,1
2021-04-10,KO,-0.5,0,3,2
2021-04-17,KO,-0.5,0,6,3
2021-04-24,KO,-0.25,0,1,1
2021-05-01,KO,-0.5,0,2,2
2021-05-08,KO,-3.0,0,7,5
2021-05-15,KO,-0.5,0,1,1
2021-05-29,KO,0.0,0,1,1
2021-06-05,KO,1.5,0,3,1
2021-06-12,KO,-0.5,0,1,1
2021-06-19,KO,-6.0,5,23,6
2021-07-03,KO,-0.5,0,1,1
2021-07-24,KO,-1.0,0,2,1
2021-07-31,KO,-0.5,0,2,2
2021-08-14,KO,-1.0,0,2,2
2021-08-28,KO,-0.5,0,1,1
2021-09-25,KO,0.5,0,1,1
2021-10-23,KO,-5.0,1,9,3
2021-10-30,KO,-0.5,0,1,1
2021-11-06,KO,1.0,0,2,1
2021-11-13,KO,-0.5,0,1,1
2021-11-27,KO,-1.0,0,2,1
2021-12-11,KO,0.0,0,1,1
2022-01-08,KO,0.0,0,1,1
2022-01-29,KO,-0.5,0,3,2
2022-02-12,KO,-1.0,0,2,1
2022-02-19,KO,1.0,0,6,4
2022-03-12,KO,-1.0,0,2,1
2022-03-19,KO,-2.5,0,5,3
2022-04-09,KO,0.5,0,1,1
2022-04-16,KO,0.0,0,2,1
2022-04-23,KO,1.0,0,2,1
2022-04-30,KO,0.5,0,4,3
2022-05-07,KO,2.0,0,4,1
2022-05-21,KO,-1.5,1,3,1
2022-06-11,KO,-1.0,0,2,1
2022-06-25,KO,-0.5,0,3,1
2022-07-16,KO,-1.5,0,3,1
2022-07-23,KO,-1.5,0,3,2
2022-08-13,KO,-2.25,0,5,4
2022-09-10,KO,-1.0,0,2,2
2022-10-01,KO,-1.25,2,5,3
2022-10-08,KO,-0.5,0,1,1
2022-10-22,KO,-0.5,0,1,1
2022-10-29,KO,-0.5,0,3,2
2022-11-05,KO,-0.5,0,1,1
2022-12-10,KO,-1.5,0,3,1
2022-12-17,KO,-0.5,0,1,1
2023-01-14,KO,-1.25,0,2,2
2023-02-04,KO,-1.0,0,2,1
2023-02-18,KO,0.0,0,1,1
2023-02-25,KO,0.25,1,2,1
2023-04-01,KO,-1.0,0,2,1
2023-04-15,KO,-0.25,0,1,1
2023-04-22,KO,0.5,0,1,1
2023-06-10,KO,-2.25,0,3,1
2023-06-24,KO,-2.25,0,3,1
2023-07-01,KO,0.0,0,1,1
2023-07-15,KO,-0.38,1,1,1
2023-07-29,KO,-1.0,0,2,1
2023-08-12,KO,-2.0,0,5,5
2023-09-16,KO,1.0,0,3,3
2023-10-07,KO,0.5,0,1,1
2023-10-21,KO,0.5,0,1,1
2023-11-11,KO,-0.5,0,1,1
2023-11-25,KO,1.0,0,2,1
2023-12-02,KO,-0.5,0,1,1
2023-12-09,KO,-1.25,0,4,2
2024-01-13,KO,-1.25,0,3,3
2024-02-03,KO,2.75,0,4,1
2024-02-24,KO,0.0,0,4,3
2024-03-16,KO,-0.5,0,4,4
2024-03-23,KO,-0.75,0,1,1
2024-03-30,KO,-2.5,0,5,4
2024-04-13,KO,-0.5,0,1,1
2024-04-20,KO,-0.75,0,1,1
2024-05-18,KO,-0.5,1,2,1
2024-05-25,KO,1.5,0,3,1
2024-06-08,KO,0.5,0,1,1
2024-06-29,KO,-0.5,0,1,1
2024-08-03,KO,-0.5,0,2,2
2024-08-17,KO,0.5,0,1,1
2024-08-31,KO,-1.0,0,2,1
2024-09-07,KO,-0.5,0,1,1
2024-09-28,KO,-1.0,0,2,1
2024-11-02,KO,0.5,0,1,1
2024-11-23,KO,-2.75,0,5,3
2024-11-30,KO,-0.5,0,1,1
2024-12-07,KO,-0.75,0,1,1
2024-12-14,KO,0.0,0,2,1
2024-12-21,KO,-1.0,0,2,1
2024-12-28,KO,0.5,0,1,1
2025-01-11,KO,-5.0,0,10,4
2025-01-18,KO,0.0,0,3,2
2025-02-01,KO,0.5,0,1,1
2025-02-15,KO,-0.5,0,3,1
2025-02-22,KO,-0.5,0,4,3
2025-03-01,KO,0.0,0,3,2
2025-03-08,KO,-0.5,0,1,1
2025-03-29,KO,-0.38,1,1,1
2025-04-05,KO,-1.5,0,3,1
2025-04-12,KO,0.0,0,1,1
2025-05-03,KO,-2.0,0,5,2
2025-05-10,KO,-0.5,0,3,1
2025-05-24,KO,1.0,0,2,2
2025-06-07,KO,0.0,0,1,1
2025-06-14,KO,-1.5,0,3,1
2025-07-12,KO,0.5,0,3,1
2025-07-19,KO,-1.0,0,2,2
2025-08-09,KO,-2.0,1,4,2
2025-08-16,KO,-0.5,0,1,1
2025-08-23,KO,-1.0,1,2,2
2025-09-06,KO,-3.75,0,5,1
2025-09-20,KO,-0.5,0,1,1
2025-09-27,KO,-1.0,0,2,2
2025-10-18,KO,-1.0,0,2,1
2025-11-08,KO,-1.5,0,3,2
2025-12-20,KO,-1.0,0,2,1
2026-01-17,KO,-0.75,0,1,1
2026-01-31,KO,1.0,0,3,2
2026-02-28,KO,-0.5,0,1,1
2026-04-11,KO,1.0,0,2,1
2026-05-02,KO,-0.5,0,2,1
2026-05-09,KO,-0.5,0,3,3
2026-05-16,KO,-1.5,0,3,2
2026-05-23,KO,0.5,0,1,1
2026-06-20,KO,-0.5,0,1,1
2026-07-11,KO,-0.5,0,4,1
2018-09-15,LCID,-0.5,0,1,1
2018-09-22,LCID,0.0,0,1,1
2020-09-05,LCID,-0.5,0,1,1
2021-01-23,LCID,-0.5,1,1,1
2021-02-13,LCID,0.0,0,1,1
2021-02-20,LCID,-1.5,0,4,3
2021-03-06,LCID,-0.5,0,1,1
2021-03-13,LCID,0.5,0,3,2
2021-03-27,LCID,1.0,0,2,1
2021-06-05,LCID,-0.5,0,2,2
2021-06-26,LCID,0.5,0,1,1
2021-07-03,LCID,0.5,0,1,1
2022-01-22,LCID,-0.5,0,3,1
2022-02-19,LCID,0.0,0,1,1
2023-04-08,LCID,-0.25,0,1,1
2023-10-14,LCID,-0.25,0,2,1
2024-05-11,LCID,-0.5,0,1,1
2025-02-08,LCID,-0.5,0,1,1
2017-12-30,MCD,0.0,0,1,1
2018-01-06,MCD,-0.5,0,3,3
2018-01-13,MCD,-1.75,0,5,3
2018-01-20,MCD,1.0,0,2,1
2018-01-27,MCD,-1.0,0,2,1
2018-02-03,MCD,-0.5,0,1,1
2018-02-10,MCD,-0.75,0,3,3
2018-02-17,MCD,0.0,0,1,1
2018-02-24,MCD,-0.75,0,1,1
2018-03-03,MCD,0.5,0,3,2
2018-03-10,MCD,-0.5,0,6,5
2018-03-24,MCD,-0.5,0,1,1
2018-03-31,MCD,0.5,0,1,1
2018-04-07,MCD,-0.75,0,3,3
2018-04-14,MCD,-0.5,0,1,1
2018-04-21,MCD,0.25,0,1,1
2018-04-28,MCD,-0.5,0,1,1
2018-06-02,MCD,-2.5,0,7,4
2018-06-09,MCD,2.0,0,6,2
2018-06-23,MCD,-2.5,0,4,2
2018-06-30,MCD,-0.5,0,1,1
2018-07-07,MCD,-3.25,0,6,2
2018-07-28,MCD,0.25,0,3,2
2018-08-04,MCD,-0.5,0,1,1
2018-08-11,MCD,-2.0,0,3,2
2018-08-18,MCD,-1.5,0,3,1
2018-08-25,MCD,-1.25,0,6,4
2018-09-08,MCD,-2.75,0,5,5
2018-10-06,MCD,-0.25,0,5,3
2018-10-13,MCD,-3.5,0,6,2
2018-10-20,MCD,-1.25,0,5,4
2018-11-03,MCD,0.0,0,4,4
2018-11-10,MCD,-1.75,0,3,3
2018-11-17,MCD,-1.5,0,4,3
2018-11-24,MCD,-0.25,0,1,1
2018-12-01,MCD,-0.5,0,1,1
2018-12-08,MCD,-0.5,0,1,1
2018-12-22,MCD,-1.5,0,3,2
2018-12-29,MCD,-1.0,0,2,1
2019-01-12,MCD,-5.62,1,12,7
2019-01-19,MCD,-1.75,0,3,3
2019-02-23,MCD,-0.75,2,5,3
2019-03-02,MCD,-3.0,0,4,1
2019-03-09,MCD,-3.25,0,6,4
2019-03-23,MCD,-1.75,0,15,14
2019-03-30,MCD,-0.5,0,2,2
2019-04-06,MCD,-1.0,0,2,1
2019-05-04,MCD,-1.0,0,2,2
2019-05-11,MCD,-1.5,0,3,1
2019-05-18,MCD,-2.5,1,7,3
2019-05-25,MCD,1.0,0,4,2
2019-06-01,MCD,0.75,0,5,3
2019-06-08,MCD,-0.5,0,1,1
2019-06-15,MCD,-1.0,2,2,1
2019-06-22,MCD,-0.5,0,4,4
2019-06-29,MCD,-1.0,0,2,2
2019-07-06,MCD,-0.5,0,1,1
2019-07-13,MCD,-1.75,2,5,3
2019-07-27,MCD,-1.0,1,7,4
2019-08-03,MCD,-1.75,0,3,3
2019-08-10,MCD,-6.75,0,10,5
2019-08-17,MCD,-0.25,0,5,5
2019-08-24,MCD,-1.0,0,2,1
2019-08-31,MCD,-34.75,1,83,57
2019-09-07,MCD,-3.5,0,6,2
2019-09-21,MCD,-4.5,0,19,16
2019-09-28,MCD,-1.5,0,3,1
2019-10-12,MCD,-4.75,0,12,6
2019-10-19,MCD,-0.5,0,2,2
2019-10-26,MCD,-0.5,0,2,1
2019-11-02,MCD,-1.0,0,6,3
2019-11-16,MCD,-0.5,0,1,1
2019-11-23,MCD,-1.75,0,4,4
2019-11-30,MCD,-5.75,0,9,7
2019-12-07,MCD,2.0,0,5,2
2019-12-21,MCD,-0.5,0,1,1
2019-12-28,MCD,-2.5,0,5,2
2020-01-11,MCD,-1.0,0,2,1
2020-01-18,MCD,-1.0,0,2,2
2020-01-25,MCD,-1.0,0,2,2
2020-02-08,MCD,-2.0,0,6,4
2020-02-15,MCD,-2.0,0,9,4
2020-02-22,MCD,-0.5,0,1,1
2020-02-29,MCD,-3.75,0,9,5
2020-03-07,MCD,-2.5,0,6,6
2020-03-14,MCD,-0.5,0,2,2
2020-03-21,MCD,-2.5,1,6,5
2020-03-28,MCD,-1.0,0,2,1
2020-04-04,MCD,-4.25,0,8,3
2020-04-11,MCD,-0.75,0,5,4
2020-04-25,MCD,-4.5,0,11,4
2020-05-02,MCD,-0.75,0,3,2
2020-05-09,MCD,-1.25,0,4,4
2020-05-16,MCD,-3.5,0,9,7
2020-05-23,MCD,-1.0,0,4,3
2020-05-30,MCD,-6.5,0,14,6
2020-06-13,MCD,1.0,0,2,1
2020-06-20,MCD,1.0,0,3,2
2020-06-27,MCD,1.0,0,8,3
2020-07-04,MCD,-1.5,1,3,3
2020-07-11,MCD,-2.75,1,7,4
2020-07-25,MCD,-3.0,0,19,17
2020-08-01,MCD,-2.0,0,5,2
2020-08-08,MCD,-0.5,0,1,1
2020-08-15,MCD,1.0,0,4,3
2020-08-22,MCD,-2.0,0,4,3
2020-08-29,MCD,-2.0,0,3,1
2020-09-05,MCD,-0.5,0,2,2
2020-10-03,MCD,-0.5,0,1,1
2020-10-10,MCD,-0.5,0,1,1
2020-10-24,MCD,-0.5,0,1,1
2020-10-31,MCD,-0.5,1,7,3
2020-11-07,MCD,-7.25,0,16,12
2020-11-14,MCD,-0.5,0,1,1
2020-11-21,MCD,0.0,0,2,2
2020-11-28,MCD,-1.75,1,5,3
2020-12-05,MCD,-1.0,0,2,2
2020-12-12,MCD,-3.5,0,9,8
2020-12-19,MCD,0.5,0,1,1
2020-12-26,MCD,-3.5,0,7,5
2021-01-02,MCD,-1.0,0,2,2
2021-01-09,MCD,-1.5,0,2,1
2021-01-16,MCD,-3.25,0,11,7
2021-01-23,MCD,-0.5,0,3,2
2021-01-30,MCD,-0.75,0,1,1
2021-02-06,MCD,1.0,0,5,3
2021-02-20,MCD,0.0,0,4,3
2021-02-27,MCD,-1.75,0,3,2
2021-03-13,MCD,-4.75,0,13,7
2021-03-20,MCD,-2.5,0,5,2
2021-04-03,MCD,-0.5,0,1,1
2021-04-10,MCD,-0.5,0,4,2
2021-04-24,MCD,-1.0,0,2,1
2021-05-01,MCD,-2.75,0,4,2
2021-05-15,MCD,-1.0,0,2,2
2021-06-05,MCD,0.5,0,2,2
2021-06-19,MCD,1.0,0,2,1
2021-06-26,MCD,-2.5,0,4,2
2021-07-03,MCD,-1.5,0,3,3
2021-07-17,MCD,-2.0,0,4,2
2021-07-24,MCD,-1.75,1,3,1
2021-07-31,MCD,0.0,0,2,2
2021-08-07,MCD,-0.5,0,1,1
2021-08-14,MCD,-3.0,0,7,3
2021-08-21,MCD,0.0,0,2,2
2021-10-02,MCD,-0.5,0,1,1
2021-10-16,MCD,0.5,1,3,1
2021-10-30,MCD,-1.75,0,3,2
2021-11-06,MCD,-3.0,0,4,1
2021-11-13,MCD,-1.5,0,3,1
2021-11-20,MCD,-1.0,1,2,1
2021-11-27,MCD,-0.5,0,1,1
2021-12-04,MCD,-2.0,0,4,4
2021-12-11,MCD,-1.0,0,2,2
2021-12-18,MCD,-0.5,0,1,1
2021-12-25,MCD,-0.5,0,1,1
2022-01-01,MCD,-0.5,0,2,1
2022-01-08,MCD,-2.25,0,3,1
2022-01-15,MCD,-3.0,0,6,3
2022-01-22,MCD,-1.75,0,3,2
2022-01-29,MCD,-2.5,2,13,8
2022-02-12,MCD,-0.5,0,1,1
2022-02-26,MCD,-2.5,0,5,1
2022-03-05,MCD,-0.5,0,1,1
2022-03-12,MCD,-0.5,0,1,1
2022-03-26,MCD,-0.5,0,1,1
2022-04-02,MCD,0.0,0,4,2
2022-04-09,MCD,-0.5,0,1,1
2022-04-16,MCD,-1.75,0,14,7
2022-04-23,MCD,-1.0,0,2,2
2022-04-30,MCD,-3.75,0,8,7
2022-05-07,MCD,-1.5,0,4,2
2022-05-14,MCD,-1.0,0,2,2
2022-05-21,MCD,-1.38,2,3,2
2022-05-28,MCD,-0.25,0,1,1
2022-06-04,MCD,-0.5,0,1,1
2022-06-18,MCD,-1.25,0,3,1
2022-06-25,MCD,-8.25,0,15,8
2022-07-02,MCD,-1.0,0,2,2
2022-07-16,MCD,-0.75,0,1,1
2022-07-30,MCD,-1.0,0,2,1
2022-08-27,MCD,-2.0,0,3,2
2022-09-24,MCD,-0.5,1,5,5
2022-10-01,MCD,0.5,0,1,1
2022-10-08,MCD,-0.75,0,2,2
2022-10-22,MCD,-0.75,0,3,2
2022-10-29,MCD,-1.0,0,3,2
2022-11-05,MCD,-0.5,0,1,1
2022-11-12,MCD,-0.5,0,2,2
2022-12-03,MCD,0.0,0,2,2
2022-12-17,MCD,-1.0,1,2,1
2022-12-31,MCD,-1.0,0,2,2
2023-01-14,MCD,-0.25,0,2,1
2023-01-21,MCD,-0.5,0,1,1
2023-01-28,MCD,-3.5,0,5,1
2023-02-04,MCD,0.25,1,3,1
2023-02-11,MCD,-1.0,0,13,9
2023-02-18,MCD,-2.63,1,5,4
2023-03-04,MCD,0.5,0,1,1
2023-03-11,MCD,-1.25,0,5,2
2023-03-25,MCD,0.5,0,1,1
