date,n_pairs,net_valence,net_valence_mean,mean_intensity,emo_optimism_confidence,share_optimism_confidence,emo_excitement_euphoria,share_excitement_euphoria,emo_fear_anxiety,share_fear_anxiety,emo_pessimism_despair,share_pessimism_despair,emo_anger_disgust,share_anger_disgust,emo_confusion_uncertainty,share_confusion_uncertainty,emo_surprise,share_surprise,cell_fear_anxiety__inflation,cell_fear_anxiety__monetary_policy,cell_optimism_confidence__growth_gdp,cell_fear_anxiety__markets_themselves,cell_anger_disgust__fiscal_taxes,cell_optimism_confidence__corporate_earnings
2023-04-21,4175,-1909.89,-0.45745868263473055,0.5452814371257485,233,0.05580838323353293,42,0.010059880239520959,154,0.03688622754491018,710,0.17005988023952096,2752,0.6591616766467066,198,0.0474251497005988,85,0.02035928143712575,7.0,8.25,11.75,5.75,431.38,2.25
2023-04-28,3351,-1431.8,-0.4272754401671143,0.5396389137570874,263,0.07848403461653237,31,0.00925096985974336,151,0.04506117576842734,599,0.1787526111608475,2062,0.6153387048642196,193,0.057594747836466724,52,0.015517755893763056,3.5,10.0,17.0,11.13,206.5,1.5
2023-05-05,4778,-2151.65,-0.4503244035161155,0.5480493930514859,319,0.0667643365424864,46,0.009627459187944746,276,0.05776475512766848,784,0.16408539137714526,3037,0.6356215989953956,250,0.052323147760569275,66,0.01381331100879029,6.38,8.5,10.0,36.63,452.25,1.5
2023-05-12,4117,-1945.41,-0.47253096915229537,0.5587345154238523,232,0.05635171241195045,24,0.005829487490891426,282,0.06849647801797425,615,0.1493806169540928,2688,0.6529025989798397,222,0.05392275929074569,52,0.012630556230264756,3.25,13.63,4.0,9.25,785.5,1.0
2023-05-19,3955,-1788.16,-0.4521264222503161,0.5537471554993679,272,0.06877370417193426,49,0.012389380530973451,197,0.04981036662452592,588,0.1486725663716814,2608,0.6594184576485461,180,0.045512010113780026,61,0.015423514538558787,1.0,7.38,8.5,6.5,606.75,1.75
2023-05-26,3442,-1648.64,-0.4789773387565369,0.5622632190586868,222,0.06449738524113888,15,0.004357931435212086,153,0.04445090063916328,438,0.1272515979081929,2449,0.71150493898896,124,0.03602556653108658,41,0.011911679256246368,2.0,4.25,6.5,1.5,616.0,0.0
2023-06-02,3326,-1566.55,-0.4710012026458208,0.5516265784726399,192,0.05772699939867709,18,0.005411906193625977,131,0.039386650631389054,524,0.15754660252555622,2280,0.6855081178592904,147,0.044197233914612145,34,0.010222489476849068,1.0,5.0,6.5,3.75,516.88,0.75
2023-06-09,3806,-1699.53,-0.4465396741986337,0.5434366789280084,257,0.0675249605885444,25,0.006568575932737782,204,0.053599579611140306,706,0.18549658434051497,2353,0.6182343667892801,204,0.053599579611140306,57,0.014976353126642144,2.38,19.26,16.25,7.75,234.87,1.5
2023-06-16,1270,-554.0,-0.43622047244094486,0.5526614173228347,105,0.08267716535433071,27,0.02125984251968504,54,0.04251968503937008,197,0.15511811023622046,821,0.6464566929133858,54,0.04251968503937008,12,0.009448818897637795,3.0,3.0,3.5,0.0,159.25,0.0
2023-06-23,3408,-1591.88,-0.46710093896713617,0.5484242957746479,193,0.05663145539906103,24,0.007042253521126761,130,0.03814553990610329,570,0.16725352112676056,2303,0.6757629107981221,145,0.042546948356807515,43,0.01261737089201878,6.0,11.0,7.5,2.0,270.12,0.5
2023-06-30,4298,-1809.81,-0.4210818985574686,0.5377408096789205,370,0.08608655188459749,34,0.007910656119125175,197,0.04583527221963704,769,0.17892042810609585,2612,0.6077245230339693,251,0.058399255467659374,65,0.015123313168915775,2.5,12.0,15.13,5.75,257.13,1.0
2023-07-07,3622,-1668.16,-0.460563224737714,0.5478216454997239,223,0.06156819436775262,16,0.004417448923246825,130,0.03589177250138045,608,0.16786305908337934,2408,0.6648260629486472,190,0.05245720596355605,47,0.012976256212037547,1.5,7.5,13.63,2.0,359.63,1.0
2023-07-14,4501,-2063.01,-0.4583448122639414,0.554030215507665,305,0.06776271939568984,44,0.009775605421017552,137,0.030437680515441014,701,0.15574316818484782,3057,0.6791824039102422,181,0.040213285936458565,76,0.016885136636303043,4.0,3.25,12.75,3.5,428.0,2.5
2023-07-21,4244,-1826.15,-0.430289820923657,0.5439302544769086,351,0.08270499528746465,40,0.00942507068803016,167,0.039349670122525916,733,0.17271442035815268,2673,0.6298303487276155,205,0.04830348727615457,75,0.01767200754005655,2.0,7.38,12.25,5.25,446.75,0.0
